ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,FullAddress,geometry,ClosestTrainStation,ClosestBusStation,DistanceToTrainStation_km,DistanceToBusStation_km
SE-00000013,PR-00001129,Goodstart Early Learning Mudgeeraba,Goodstart Early Learning Ltd,Centre-Based Care,Lot 9 Somerset Drive,MUDGEERABA,QLD,4213,07 5569 2300,NA,"This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 65 children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This service is approved to provide education and care to children from 15 months up to and including school children.
",58,30/11/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2023,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb 2018,NA,Yes,No,No,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Lot 9 Somerset Drive, MUDGEERABA, QLD, 4213","c(153.363362522687, -28.086511681412)",Robina,Greyhound Bus Terminal Surfers Paradise,2.2262515819379898,11.20084295335188
SE-00000014,PR-00004915,Little World Early Learning,Qelc Pty Ltd,Centre-Based Care,91 Quambone Street,WORONGARY,QLD,4213,0731801575,NA,This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This service is approved to provide education and care to children from birth to Preschool age,75,30/11/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2019,21/08/2023,Yes,No,No,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"91 Quambone Street, WORONGARY, QLD, 4213","c(153.35397381026, -28.05168794843)",Robina,Greyhound Bus Terminal Surfers Paradise,3.207149634563085,8.990505743462302
SE-00000015,PR-40013679,Hinterland Early Learning Centre,ELLENDALE EMP PTY LTD,Centre-Based Care,22 Hinterland Drive,MUDGEERABA,QLD,4213,0755303122,NA,This service is approved to provide education and care to children from 15 months up to and including school children. This service is approved to provide a rest period from 12:15pm to 2:15pm on Monday to Friday.,62,15/08/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2021,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep 2015,12/12/2022,Yes,No,Yes,No,No,No,No,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"22 Hinterland Drive, MUDGEERABA, QLD, 4213","c(153.359021392352, -28.080505308733)",Robina,Greyhound Bus Terminal Surfers Paradise,2.1290219658850624,10.908455609636727
SE-00000017,PR-40025533,Clearview Early Learning and Kindergarten,EARLY EDUCATION HOLDINGS PTY LTD,Centre-Based Care,86 Dugandan Street,NERANG,QLD,4211,0755965166,NA,This service is approved to provide educatiion and care to children from birth up to and including school children.,77,07/02/2011,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Aug 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Oct 2017,17/06/2024,Yes,No,No,No,No,No,No,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"86 Dugandan Street, NERANG, QLD, 4211","c(153.310053224354, -28.00265498832)",Nerang,Greyhound Bus Terminal Surfers Paradise,4.042563217386373,11.493479063363699
SE-00000018,PR-40030857,Little School Highland Park,Panorama EMP Pty Ltd,Centre-Based Care,140 Alexander Drive,NERANG,QLD,4211,0755964299,NA,This service is approved to provide education and care to children from birth up to and including school children.,64,04/09/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2020,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2014,12/12/2022,Yes,No,Yes,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"140 Alexander Drive, NERANG, QLD, 4211","c(153.333131286005, -28.012050473137)",Nerang,Greyhound Bus Terminal Surfers Paradise,2.5974777400404627,9.27932825080302
SE-00000019,PR-00004915,Little World For Discoverers,Qelc Pty Ltd,Centre-Based Care,24 Michigan Drive,OXENFORD,QLD,4210,0756184402,NA,"This service is approved to provide education and care to children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This service is approved to provide education and care to children from birth up to and including school children The approved provider must ensure that the CCTV camera installed at the service and iPads used at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under regulation 115 of the Education and Care Services National Regulations.",65,30/11/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2020,19/03/2021,Yes,No,No,Yes,Yes,Yes,No,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"24 Michigan Drive, OXENFORD, QLD, 4210","c(153.313351922349, -27.901910798578)",Helensvale,Greyhound Bus Terminal Surfers Paradise,3.6348613825522342,15.860537046341891
SE-00000020,PR-40001487,Kool Kids Early Learning Centre - Mermaid Waters,Kool Kids Operations Pty Ltd,Centre-Based Care,167 - 169 Barrier Reef Drive,MERMAID WATERS,QLD,4218,0755722611,NA,This service is approved to provide education and care to children from birth up to and including school children. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday.,72,16/08/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2017,15/08/2014,Yes,No,Yes,Yes,Yes,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"167 - 169 Barrier Reef Drive, MERMAID WATERS, QLD, 4218","c(153.415140078131, -28.04736904709)",Broadbeach South,Greyhound Bus Terminal Surfers Paradise,2.0534139731520313,5.07219347307954
SE-00000021,PR-40000134,Robina First Early Learning Centre,Youngercare Pty Ltd,Centre-Based Care,40 - 42 Commerce Drive,ROBINA,QLD,4226,0755931221,NA,"This service is approved to provide education and care to children from 15 months up to and including school children This service is not required to comply with P3 (c), P5 (e) and P9, to the extent it relates to the location of a built-in bath or shower, of SP5.4: Child Care Centres of the Queensland Development Code (publication date 1 September 2003).  This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.",100,30/11/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2023,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul 2015,NA,Yes,No,No,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"40 - 42 Commerce Drive, ROBINA, QLD, 4226","c(153.404629171549, -28.064753575281)",Robina,Greyhound Bus Terminal Surfers Paradise,2.7156153453379064,7.214658775770775
SE-00000022,PR-40014300,Flourish Kinder,Flourish School of Kinder Learning Pty Ltd,Centre-Based Care,1 Alice Bowden Court,WORONGARY,QLD,4213,0417751330,NA,This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This service is approved to provide education and care to children from 30 months up to and including school children.,24,23/12/2010,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Oct 2024,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Jul 2019,16/04/2018,Yes,No,Yes,No,No,No,No,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"1 Alice Bowden Court, WORONGARY, QLD, 4213","c(153.326444119833, -28.049629814015)",Robina,Greyhound Bus Terminal Surfers Paradise,5.60349800604844,11.159677476781281
SE-00000025,PR-00008029,C&K Biloela Community Childcare Centre,The Creche and Kindergarten Association Limited,Centre-Based Care,96-98 Grevillea Street,BILOELA,QLD,4715,0749923777,49926780,This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This service is approved to provide education and care to children from birth up to and including over preschool age. The service is not approved to provide education and care to school children.,42,03/05/2010,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb 2021,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr 2019,NA,Yes,No,Yes,No,No,No,No,06:30:00,17:30:00,06:30:00,17:30:00,06:30:00,17:30:00,06:30:00,17:30:00,06:30:00,17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"96-98 Grevillea Street, BILOELA, QLD, 4715","c(150.51128068497, -24.397879477776)",Mount Larcom,Rockhampton,81.04723089954624,113.35374755407133
SE-00000026,PR-00000482,Simply Sunshine Early Education,Moranbah Neighbourhood Centre Association Inc,Centre-Based Care,19 Griffin Street,MORANBAH,QLD,4744,0749418407,NA,"This service is approved to provide education and care to children from birth to over preschool age, not including school children. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.",80,29/06/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Dec 2017,NA,Yes,No,No,No,No,No,No,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"19 Griffin Street, MORANBAH, QLD, 4744","c(148.044981112725, -21.999644312076)",Capella,Rockhampton,120.80821059639499,295.6856595808678
SE-00000027,PR-00000206,Clermont Kindergarten Day Care Centre,Clermont Kindergarten Day Care Centre Association Inc,Centre-Based Care,6 Beatty Street,CLERMONT,QLD,4721,0749832084,0749832420,"This service is approved to provide education and care to children from birth to over preschool age, including school children. It is a condition of this service approval that the mirrors installed at the service are constantly maintained and operational to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under regulation 115 of the Education and Care Services National Regulations.",75,02/04/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2019,Exceeding NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jul 2015,NA,Yes,No,Yes,Yes,No,Yes,No,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"6 Beatty Street, CLERMONT, QLD, 4721","c(147.636478919367, -22.83152904959)",Capella,Rockhampton,48.55248063611451,299.9778509083394
SE-00000028,PR-00000549,Bowen Childcare and Early Education,Bowen and District Child Care Association Inc,Centre-Based Care,65 Williams Street,BOWEN,QLD,4805,0747863400,NA,This service is approved to provide education and care to children from birth up to and including school children.,63,22/05/2010,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2020,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Apr 2015,NA,Yes,No,Yes,Yes,Yes,Yes,No,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"65 Williams Street, BOWEN, QLD, 4805","c(148.242364874222, -20.01637148206)",Bowen,Townsville City Stop A,3.873632159764774,171.49913304833044
SE-00000029,PR-00000533,YMCA Acacia Ridge Early Education Centre,The Young Men's Christian Association of Brisbane,Centre-Based Care,Cnr Mannington Rd and Chifley St,ACACIA RIDGE,QLD,4110,0732776333,0732753543,"This service is approved to provide education and care to children from birth to over preschool age, not including school children. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.",75,05/06/2010,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jul 2019,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2014,NA,Yes,No,No,No,No,Yes,No,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Cnr Mannington Rd and Chifley St, ACACIA RIDGE, QLD, 4110","c(153.024621677131, -27.584701696217)",Coopers Plains,"Upper Mount Gravatt station, platform 1",2.2153909190340504,6.045222368873544
SE-00000030,PR-40000106,Sunrise Kids Early Education & Care - Acacia Ridge,Sunrise Kids #2 Pty Ltd ATF Sunrise Kids Trust,Centre-Based Care,70 Elizabeth Street,ACACIA RIDGE,QLD,4110,07 3277 4052,3277 4054,This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.,63,23/05/2010,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2015,NA,Yes,No,No,No,No,No,No,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"70 Elizabeth Street, ACACIA RIDGE, QLD, 4110","c(153.022576408937, -27.589133795159)",Coopers Plains,"Upper Mount Gravatt station, platform 1",2.7442827233218323,6.430529686294189
SE-00000032,PR-00000854,Algester World Of Learning,Ramsay Bourne Acquisitions (No. 2) Pty Limited,Centre-Based Care,57 Endiandra Street,ALGESTER,QLD,4115,0732735016,NA,This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:30pm to 4:30pm when it is 73 children This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.,64,16/06/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun 2018,NA,Yes,No,Yes,No,No,No,No,06:45:00,18:15:00,06:45:00,18:15:00,06:45:00,18:15:00,06:45:00,18:15:00,06:45:00,18:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"57 Endiandra Street, ALGESTER, QLD, 4115","c(153.03414075311, -27.61786042136)",Runcorn,"Upper Mount Gravatt station, platform 1",4.428563599532076,7.5831333180048315
SE-00000034,PR-00001129,Goodstart Early Learning Ashgrove,Goodstart Early Learning Ltd,Centre-Based Care,22 Trout Street,ASHGROVE,QLD,4060,0733665018,NA,This service is approved to provide education and care to children from birth up to and including school children. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.,120,29/11/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,No,No,No,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"22 Trout Street, ASHGROVE, QLD, 4060","c(152.992098048791, -27.446657157245)",Newmarket,RBW Hospital,2.3867327175159807,3.6662994552863166
SE-00000035,PR-00001129,Goodstart Early Learning Aspley,Goodstart Early Learning Ltd,Centre-Based Care,792 Zillmere Road,ASPLEY,QLD,4034,07 3263 6808,NA,This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This service is approved to provide education and care to children from birth up to and including over preschool age. The service is not approved to provide education and care to school children.,74,29/11/2011,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Sep 2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2014,NA,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"792 Zillmere Road, ASPLEY, QLD, 4034","c(153.018142633614, -27.356838401108)",Carseldine,Stafford City,1.5170336495707368,6.218810874678685
SE-00000036,PR-00007776,Boondall Early Childhood Centre,Jubarlee Enterprises Pty Ltd ATF The Longden Family Trust And Feng Holdings Pty Ltd ATF The Feng Family Trust,Centre-Based Care,73 Zillmere Road,BOONDALL,QLD,4034,07 3865 1492,NA,This service is approved to provide education and care to children from birth up to and including school children. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday.,98,29/11/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Dec 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2017,NA,Yes,No,Yes,No,No,No,No,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"73 Zillmere Road, BOONDALL, QLD, 4034","c(153.058939200388, -27.361870141403)",Geebung,Stafford City,1.3843337521400032,7.221849332379799
SE-00000037,PR-00000108,Tugulawa Early Education Incorporated,Tugulawa Early Education Incorporated,Centre-Based Care,235 Oxford St,BULIMBA,QLD,4171,0733998971,NA,"This service is approved to provide education and care to children from birth to over preschool age, not including school children. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday.",59,11/10/2011,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb 2024,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec 2015,NA,Yes,No,No,No,No,No,No,07:15:00,17:45:00,07:15:00,17:45:00,07:15:00,17:45:00,07:15:00,17:45:00,07:15:00,17:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"235 Oxford St, BULIMBA, QLD, 4171","c(153.063598700363, -27.452215113422)",Morningside,RBW Hospital,2.159075581958633,3.447817706523046
